"Title","Year","Authors","Journal","DOI","Source","Surveillance_Type","Governance","Geographic_Extent","Region","Country","Country_if_Multiple","Animal_Type","Number_Species","Species_name","Num_Indicators_Study","Num_Indicators_System","Indicators_study","Indicators_simpl","Unit_analysis","Source_of_indicators","Data_provider","Providers_if_multiple","Surveillance_system_name","Is_SyS","OneHealth","Response","System_purpose","Pilot_Proof_followup","Analysis_type","Statistical_framework","Keep"
"Enhancing syndromic surveillance for fallen dairy cattle: Modelling and detecting mortality peaks at different administrative levels","2017.0","Amanda, F.-F. and Pedro, P. and Germán, C. and Luis, R. and Crawford, R. and Javier, S. and Dórea Fernanda, C. and Anna, A.","Epidemiologie et Sante Animale","https://core.ac.uk/download/pdf/222699965.pdf","LitSearch","Prospective/Proof of Concept",NA,"Multi-Region","Europe","Spain","NA","Livestock","1.0","cattle","1.0","NA","mortality","mortality","Population","mortality reports to government","Private company (disposal services, etc)","NA","MESRASA precursor","NA","No","NA","detection of health threat to cattle","Operational group MESRASA formed but no updates on website since 2017; received funding from Spanish government 2019-2021; https://coag.com.es/go/mesrasa.html ; https://akisplataforma.es/grupos-operativos/mejora-sistemas-recogida-y-alerta-sanitaria-animal-mesrasa","Spatio-temporal","Frequentist","No"
"Development of new strategies to model bovine fallen stock data from large and small subpopulations for syndromic surveillance use","2015.0","Alba-Casals, A. and Fernández-Fontelo, A. and Revie, C.W. and Dórea, F.C. and Sánchez, J. and Romero, L. and Cáceres, G. and Pérez, A. and Puig, P.","Epidemiologie et Sante Animale",NA,"LitSearch","Prospective/Proof of Concept",NA,"State/Province/Department","Europe","Spain","NA","Livestock","1.0","cattle","1.0","NA","mortality","mortality","Population","mortality records","Private company (disposal services, etc)","NA","MESRASA precursor","NA","No","NA","detection of health threat to cattle","Operational group MESRASA formed but no updates on website since 2017; received funding from Spanish government 2019-2021; https://coag.com.es/go/mesrasa.html ; https://akisplataforma.es/grupos-operativos/mejora-sistemas-recogida-y-alerta-sanitaria-animal-mesrasa","Spatio-temporal","Frequentist","No"
"Development of an early warning system for a broiler house using image interpretation","2013.0","Kashiha, M. and Pluk, A. and Bahr, C. and Vranken, E. and Berckmans, D.","Advances in Mass Data Analysis of Images and Signals in Medicine, Biotechnology, Chemistry and Food Industry - 8th International Conference, MDA 2013, Proceedings",NA,"LitSearch","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Netherlands","NA","Livestock","1.0","chicken","1.0","1.0","distribution index","behavior","Herd_flock","video recording","Sensor/Camera","NA","eYeNamic system","Yes","No","NA","NA","NA","Temporal","Frequentist","No"
"A health monitoring system for growing-finishing pigs based on the individual feeding pattern using radio frequency identification and synergistic control","2013.0","Maselyne, J. and Saeys, W. and Van Nuffel, A. and De Ketelaere, B. and Mertens, K. and Millet, S. and Gregersen, T. and Brizzi, P. and Hessel, E.","Precision Livestock Farming 2013 - Papers Presented at the 6th European Conference on Precision Livestock Farming, ECPLF 2013","https://www.researchgate.net/publication/280545686_A_health_monitoring_system_for_growing-finishing_pigs_based_on_the_individual_feeding_pattern_using_Radio_Frequency_Identification_and_Synergistic_Control","LitSearch","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Belgium","NA","Livestock","1.0","pig","1.0","NA","intermeal interval","behavior","Individual","electronic tag","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"From animal monitoring to early warning systems through the Internet of Things","2013.0","Scalera, A. and Conzon, D. and Brizzi, P. and Tomasi, R. and Spirito, A.M. and Mertens, K.","Precision Livestock Farming 2013 - Papers Presented at the 6th European Conference on Precision Livestock Farming, ECPLF 2013","https://www.eaplf.eu/wp-content/uploads/ECPLF_2013.pdf","LitSearch","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Italy","NA","Livestock","1.0","pig","1.0","1.0","feeding behavior","behavior","Individual","electronic tag","NA","NA","PigWise","Yes","No","NA","NA","NA","Temporal","Frequentist","NA"
"Surveillance of equine neurologica syndrome in France","2012.0","Leblond, A. and Hendrikx, P.","Epidemiologie et Sante Animale",NA,"LitSearch","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","France","NA","Livestock","1.0","horse","1.0","NA","nervous signs","nervous","Population","reports to custom app","Private veterinarian","NA","Camargue prospective system","NA","No","NA","early detection of disease outbreak in horses","No but RESPE separately","Temporal","NA","No"
"Mobile Phone–based Infectious Disease Surveillance System, Sri Lanka","2010.0","Robertson, C., Sawford, K., Daniel, S.L.A., Nelson, T.A., Stephen, C.","Emerg Infect Dis","10.3201/eid1610.100249","ReviewRef","Established","Government","Multi-Region","Asia","Sri Lanka","NA","Livestock","3.0","cattle, buffalo","14.0","14.0","abortion/birth defect, lameness, decreased feed intake/decreased milk production, gastrointestinal, neurological, recumbency, peripheral edema/miscellaneous swelling, reproduction/obstetrics, respiratory, skin/ocular/mammary, sudden/unexplained death, urologic, vesicular/ulcerative, other","reproductive, musculoskeletal, behavior, milk production, GI, nervous, general illness, respiratory, skin/fur/plumage, eyes/ears, mortality, urinary, mucosa","Population","Reports to custom app","Private veterinarian","NA","IDSAS (Infectious Disease Surveillance and Analysis System)","Yes","No","field investigation","early detection of emerging disease","Established","Temporal","Frequentist","Yes"
"Mobile Phone–based Infectious Disease Surveillance System, Sri Lanka","2010.0","Robertson, C., Sawford, K., Daniel, S.L.A., Nelson, T.A., Stephen, C.","Emerg Infect Dis","10.3201/eid1610.100249","ReviewRef","Established","Government","Multi-Region","Asia","Sri Lanka","NA","Livestock","3.0","chicken","8.0","8.0","ambulatory, decreased egg production/weight gain/appetite, neurological/recumbent, peripheral edema/miscellaneous swelling, respiratory, skin/ocular, sudden/unexplained death, other","musculoskeletal, reduced production, general illness, nervous, respiratory, skin/fur/plumage, eyes/ears, mortality","Population","Reports to custom app","Private veterinarian","NA","IDSAS (Infectious Disease Surveillance and Analysis System)","Yes","No","field investigation","early detection of emerging disease","Established","Temporal","Frequentist","Yes"
"The Belgian MoSS: A monitoring and surveillance system for the early detection and identification of (re-)emerging animal diseases","2011.0","Veldhuis, A., Barnouin, J., Van der Stede, Y., Ren, L., Dispas, M.","Epidemiologie et Sante Animale","https://www.cabidigitallibrary.org/doi/epdf/10.5555/20113184552","ReviewRef","Established","Government","National","Europe","Belgium","NA","Livestock, Companion, Wildlife","multiple","livestock, other species on request","unspecified","unspecified","free text description","general illness","Population","Reports to custom app","Private veterinarian","NA","MoSS-E2","Yes","No","inform health authorities_provide support for field investigation or specific action","early detection of emerging disease","Established","Spatio-temporal","Frequentist","No"
"Automatic observation of cow leg health using load sensors","2008.0","Pastell, M., Hautala, M., Poikalainen, V., Praks, J., Veermäe, I., Kujala, M., Ahokas, J.","Computers and Electronics in Agriculture","10.1016/j.compag.2007.09.003","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Finland","NA","Livestock","1.0","cattle","1.0","NA","weight per foot","musculoskeletal","Individual","electronic scale","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","NA","NA"
"Application of CUSUM charts to detect lameness in a milking robot","2008.0","Pastell, M., Hautala, M., Poikalainen, V., Praks, J., Veermäe, I., Kujala, M., Ahokas, J.","Expert Systems with Applications","10.1016/j.eswa.2007.08.087","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Finland","NA","Livestock","1.0","cattle","1.0","NA","leg load index","musculoskeletal","Individual","electronic scale","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Bayesian integration of sensor information and a multivariate dynamic linear model for prediction of dairy cow mastitis","2016.0","Jensen, D.B., Hogeveen, H., De Vries, A.","Journal of Dairy Science","10.3168/jds.2015-10060","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","North America","USA","NA","Livestock","1.0","cattle","8.0","NA","milk yield, milk conductivity, fat percentage, protein percentage, lactose percentage, blood percentage, SCC category, Body Weight","milk production, milk quality, general illness","Individual","sensors","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Bayesian","NA"
"Applicability of day-to-day variation in behavior for the automated detection of lameness in dairy cows","2013.0","De Mol, R.M., André, G., Bleumer, E.J.B., van der Werf, J.T.N., de Haas, Y., van Reenen, C.G.","Journal of Dairy Science","10.3168/jds.2012-6305","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Netherlands","NA","Livestock","1.0","cattle","12.0","NA","lying time, standing time, number of lying bouts, number of standing bouts, maximum length of lying bout, minimal length of lying bout, maximum length of standing bout, minimal length of standing bout, motion index, number of steps, milk yield, concentrate leftover","behavior, milk production, milk quality","Individual","sensors","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Application of Fuzzy Logic in Automated Cow Status Monitoring","2001.0","De Mol, R.M., Woldt, W.E.","Journal of Dairy Science","10.3168/jds.S0022-0302(01)74490-6","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Netherlands","NA","Livestock","1.0","cattle","4.0","NA","milk yield, milk temperature, milk electrical conductivity, activity","milk production, milk quality, activity","Individual","sensors","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","NA","NA"
"Dynamic production monitoring in pig herds I: Modeling and monitoring litter size at herd and sow level","2012.0","Bono, C., Cornou, C., Kristensen, A.R.","Livestock Science","10.1016/j.livsci.2012.07.023","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Denmark","NA","Livestock","1.0","pig","1.0","NA","litter size","reproductive","Herd_flock","farmer reports","Farmer/Owner","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","Yes"
"Dynamic production monitoring in pig herds III. Modeling and monitoring mortality rate at herd level","2014.0","Bono, C., Cornou, C., Lundbye-Christensen, S., Kristensen, A.R.","Livestock Science","10.1016/j.livsci.2014.08.003","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Denmark","NA","Livestock","1.0","pig","1.0","NA","mortality","mortality","Herd_flock","farmer reports","Farmer/Owner","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","Yes"
"Detection of mastitis and lameness in dairy cows using wavelet analysis","2012.0","Miekley, B., Traulsen, I., Krieter, J.","Livestock Science","10.1016/j.livsci.2012.06.010","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Germany","NA","Livestock","1.0","cattle","2.0","NA","milk electrical conductivity, activity","milk quality, behavior","Individual","sensor, accelerometer","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Implementation of multivariate cumulative sum control charts in mastitis and lameness monitoring","2013.0","Miekley, B., Stamer, E.,Traulsen, I., Krieter, J.","Journal of Dairy Science","10.3168/jds.2012-6460","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Germany","NA","Livestock","1.0","cattle","6.0","NA","Milk electrical conductivity, milk yield, feed intake, number of trough visits, feeding time, pedometer activity","milk production, milk quality, activity","Individual","sensor, accelerometer","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"A model for monitoring the condition of young pigs by their drinking behaviour","2005.0","Madsen, T.N., Kristensen, A.R.","Computers and Electronics in Agriculture","10.1016/j.compag.2005.02.014","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Denmark","NA","Livestock","1.0","pig","1.0","NA","water consumption","behavior","Herd_flock","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","Yes"
"Cow status monitoring (health and oestrus) using detection sensors","1997.0","Maatje, K., de Mol, R.M., Rossing, W.","Computers and Electronics in Agriculture","10.1016/S0168-1699(96)00052-X","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Netherlands","NA","Livestock","1.0","cattle","3.0","NA","milk yield, conductivity, milk temperature","milk production, milk quality","Individual","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Detection model for mastitis in cows milked in an automatic milking system","2001.0","de Mol R.M., Ouweltjes, W.","Preventive Veterinary Medicine","10.1016/S0167-5877(01)00176-3","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Netherlands","NA","Livestock","1.0","cattle","2.0","NA","milk yield, milk electrical conductivity","milk production, milk quality","Individual","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Detection of estrus and mastitis: Field performance of a model","2001.0","de Mol, R.M., Ouweltjes, W., Kroeze, G. H., Hendriks, M. M. W. B.","Applied Engineering in Agriculture","10.13031/2013.6201","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Netherlands","NA","Livestock","1.0","cattle","4.0","NA","milk conductivity, milk yield, milk temperature, activity","milk production, milk quality, activity","Individual","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Results of a multivariate approach to automated oestrus and mastitis detection","1997.0","de Mol, R.M., Kroeze, G.H., Achten, J.M.F.H., Maatje, K., Rossing, W.","Livestock Production Science","10.1016/S0301-6226(97)00028-6","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Netherlands","NA","Livestock","1.0","cattle","4.0","NA","milk conductivity, milk yield, milk temperature, activity","milk production, milk quality, activity","Individual","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Description of a detection model for oestrus and diseases in dairy cattle based on time series analysis combined with a Kalman filter","1999.0","de Mol, R.M., Keen, A., Kroeze, G.H., Achten, J.M.F.H.","Computers and Electronics in Agriculture","10.1016/S0168-1699(99)00016-2","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Netherlands","NA","Livestock","1.0","cattle","5.0","NA","milk conductivity, milk yield, milk temperature, activity, feed intake","milk production, milk quality, activity","Individual","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Automatic detection of oestrus and health disorders using data from electronic sow feeders","2008.0","Cornou, C., Vinther, J., Kristensen, A.R.","Livestock Science","10.1016/j.livsci.2008.02.004","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Denmark","NA","Livestock","1.0","pig","1.0","NA","eating rank (order)","behavior","Individual","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Analysing serial data for mastitis detection by means of local regression","2007.0","Cavero, D., Tölle, K.H., Rave, G., Buxadé, C., Krieter, J.","Livestock Science","10.1016/j.livsci.2006.10.006","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Germany","NA","Livestock","1.0","cattle","1.0","NA","milk conductivity","milk quality","Individual","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Estimating risk probabilities for sickness from behavioural patterns to identify health challenges in dairy cows with multivariate cumulative sum control charts","2022.0","Dittrich, I., Gertz, M., Maasen-Francke, B., Krudewig, K.H., Junge, W., Krieter, J.","Animal","10.1016/j.animal.2022.100601","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Germany","NA","Livestock","1.0","cattle","9.0","NA","neck activity, leg activity, walking duration, lying duration, standing duration, transitions from lying to standing, feeding duration, rumination duration, inactivity duration","behavior","Individual","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Determination of value of bovine respiratory disease control using a remote early disease identification system compared with conventional methods of metaphylaxis and visual observations","2015.0","White, B.J., Amrine, D.E., Goehl, D.R.","Journal of Animal Science","10.2527/jas.2015-9079","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","North America","USA","NA","Livestock","1.0","cattle","6.0","6.0","distance traveled, percent of time spent active, percent time near water, percent time near feed, time spent in group, time spent in isolation","behavior","Individual","sensor","NA","NA","REDI (remote early disease identification)","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Wireless sensor system for detection of avian influenza outbreak farms at an early stage","2009.0","Okada, H., Itoh, T., Suzuki, K., Tsukamoto, K.","Sensors","10.1109/ICSENS.2009.5398422","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Asia","Japan","NA","Livestock","1.0","chicken","2.0","NA","body temperature, activity","general illness, behavior","Individual","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","NA","NA"
"Thermal Image Scanning for the Early Detection of Fever Induced by Highly Pathogenic Avian Influenza Virus Infection in Chickens and Ducks and Its Application in Farms","2021.0","Noh, J.Y., Kim, K.J., Lee, S.H., Kim, J.B., Kim, D.H., Youk, S., Song, C.S., Nahm, S.S.","Frontiers in Veterinary Science","10.3389/fvets.2021.616755","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Asia","Korea South","NA","Livestock","2.0","chicken, duck","1.0","NA","body temperature","general illness","Individual","sensor","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","NA"
"Real-time monitoring of broiler flock's welfare status using camera-based technology","2018.0","Fernández, A.P., Norton, T., Tullo, E., van Hertem, T., Youssef, A., Exadaktylos, V., Vranken, E., Guarino, M., Berckmans, D.","Biosystems Engineering","10.1016/j.biosystemseng.2018.05.008","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Netherlands","NA","Livestock","1.0","chicken","2.0","2.0","activity, occupation pattern","behavior","Herd_flock","cameras","Sensor/Camera","NA","eYeNamic system","Yes","No","NA","NA","NA","Spatio-temporal","Frequentist","Yes"
"Monitoring pig movement at the slaughterhouse using optical flow and modified angular histograms","2016.0","Gronskyte, R., Clemmensen, L.H., Hviid, M.S., Kulahci, M.","Biosystems Engineering","10.1016/j.biosystemseng.2015.10.002","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Denmark","NA","Livestock","1.0","pig","1.0","NA","movement pattern","behavior","Herd_flock","cameras","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","Frequentist","Yes"
"Dead Bird Surveillance as an Early Warning System for West Nile Virus","2001.0","Eidson, M., Kramer, L., Stone, W., Hagiwara, Y., Schmit, K., New York State West Nile Virus Avian Surveillance Team","Emerg Infect Dis","10.3201/eid0704.010405","ReviewRef","Established","Government","State/Province/Department","North America","USA","NA","Wildlife","multiple","wild birds","2.0","2.0","dead bird sightings, ill bird sightings","mortality, general illness","Population","reports by local health departments","Member of public","NA","dead bird reports to Health Information Network","Yes","Yes","field investigation (WNV testing)","detecting geographic spread of WN virus and providing an early warning of the risk for transmission to humans","Established","Spatio-temporal","NA","Yes"
"A field investigation of the use of the pedometer for the early detection of lameness in cattle","2006.0","Mazrier, H., Tal, S., Aizinbud, E., Bargai, U.","The Canadian veterinary journal = La revue veterinaire canadienne","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1555681/","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Middle East","Israel","NA","Livestock","1.0","cattle","1.0","NA","activity","behavior","Individual","sensors","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","NA","NA"
"Assessing Cows’ Welfare: weighing the Cow in a Milking Robot","2006.0","Pastell, M., Takko, H., Gröhn, H., Hautala, M., Poikalainen, V., Praks, J., Veermäe, I., Kujala, M., Ahokas, J.","Biosystems Engineering","10.1016/j.biosystemseng.2005.09.009","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Finland","NA","Livestock","1.0","cattle","6.0","NA","average weight, weight variation of each leg, total weight, number of kicks, frequency of kicks, total time in milking robot","general health, musculoskeletal, behavior, milk production","Individual","sensors","Sensor/Camera","NA","NA","NA","No","NA","NA","NA","Temporal","NA","NA"
"Surveillance of cattle health in the Netherlands: Monitoring trends and developments using routinely collected cattle census data","2016.0","Santman-Berends, I.M.G.A., Brouwer-Middelesch, H., Van Wuijckhuise, L., de Bont-Smolenaars, A.J.G., Van Schaik, G.","Preventive Veterinary Medicine","10.1016/j.prevetmed.2016.10.002","ReviewRef","Established","Trade association","National","Europe","Netherlands","NA","Livestock","1.0","cattle","3.0","3.0","somatic cell count, antibiotic residue in milk, mortality","milk quality, mortality","Population","data submitted by farmers","Farmer/Owner","NA","CHSS (Dutch Cattle Health Surveillance System)","Yes","No","inform stakeholders_ discuss possible intervention strategies_more in-depth analysis for impact studies, risk analysis, etc","monitoring trends and developments in cattle health","Established","Temporal","Frequentist","Yes"
"Schmallenberg virus epidemic: Impact on milk production, reproductive performance and mortality in dairy cattle in the Netherlands and Kleve district, Germany","2014.0","Veldhuis, A.M.B., Santman-Berends, I.M.G.A., Gethmann, J.M., Mars, M.H., van Wuyckhuise, L., Vellema, P., Holsteg, M., Höreth-Böntgen, D., Conraths, F.J., van Schaik, G.","Preventive Veterinary Medicine","10.1016/j.prevetmed.2014.04.015","ReviewRef","Prospective/Proof of Concept",NA,"National","Europe","Netherlands","NA","Livestock","1.0","cattle","6.0","NA","non-return day 56, abortion, short gestation, number inseminations, milk production, mortality","reproductive, milk production, mortality","Population","Royal Dutch Cattle Syndicate records","Farmer/Owner","NA","CHSS (Dutch Cattle Health Surveillance System)","Yes","No","NA","measure impacts of epidemic on productivity in cattle","Yes, CHSS","Temporal","Frequentist","No"
"Schmallenberg virus epidemic: Impact on milk production, reproductive performance and mortality in dairy cattle in the Netherlands and Kleve district, Germany","2014.0","Veldhuis, A.M.B., Santman-Berends, I.M.G.A., Gethmann, J.M., Mars, M.H., van Wuyckhuise, L., Vellema, P., Holsteg, M., Höreth-Böntgen, D., Conraths, F.J., van Schaik, G.","Preventive Veterinary Medicine","10.1016/j.prevetmed.2014.04.015","ReviewRef","Prospective/Proof of Concept",NA,"Local/Municipal","Europe","Germany","NA","Livestock","1.0","cattle","4.0","NA","number secondary inseminations, number tertiary inseminations, total milk production, mortality","reproductive, milk production, mortality","Population","insemination company records, rendering company records, official milk quality service","Multiple (see notes)","Farmer/Owner, Private company (disposal services, etc)","NA","NA","No","NA","measure impacts of epidemic on productivity in cattle","No, checked government website, google searches","Temporal","Frequentist","Yes"
"ProMED global monitoring of emerging diseases: design for a demonstration program","1996.0","Morse, S.S., Rosenberg, B.H., Woodall, J., ProMED Steering Committee Drafting Subgroup","Health Policy","10.1016/0168-8510(96)00863-9","ReviewRef","Prospective/Proof of Concept",NA,"Global","NA","Global","NA","Livestock, Companion, Wildlife","unspecified","NA","3.0","3.0","unexpected clustered mortality, unexplained respiratory symptoms, unexplained nervous symptoms","mortality, respiratory, nervous","Population","reports by strategically located centers","Other","NA","ProMED-mail","No","Yes","NA","early detection of disease outbreaks","Established but not as syndromic surveillance","NA","NA","Yes"
"Piloting mobile phone-based syndromic surveillance of livestock diseases in Kenya","2011.0","Walker, J.G., Ogola, E., Knobel, D.","Epidemiologie et Sante Animale","https://www.cabidigitallibrary.org/doi/epdf/10.5555/20113184600","ReviewRef","Pilot program",NA,"State/Province/Department","Africa","Kenya","NA","Livestock","3.0","cattle, goat, sheep","3.0","3.0","abortion/stillbirth, nervous signs, blood in urine","reproductive, nervous, urinary","Population","reports to custom app","Government official","NA","ADSARS (Animal Disease Surveillance and Response System)","Yes","No","field investigation",NA,"May have influenced later systems by KEMRI / CDC work since authors affiliated with those institutions","NA","NA","Yes"
"Development and Application of a Framework for Emerging Infectious Disease Intelligence in Lower Resource Settings","2011.0","Sawford, K., Robertson, C., Gunawardena, S., Stephen, C.","Journal of Bioterrorism and Biodefense","10.4172/2157-2526.S4-001","ReviewRef","Pilot program",NA,"Multi-Region","Asia","Sri Lanka","NA","Livestock","3.0","cattle, buffalo, poultry","17.0","17.0","unspecified","unspecified","Population","veterinary report","Government veterinarian","NA","IDSAS (Infectious Disease Surveillance and Analysis System)","Yes","No","field investigation","early detection of emerging disease","Yes, Robertson 2010","NA","NA","No"
"Development and Application of a Framework for Emerging Infectious Disease Intelligence in Lower Resource Settings","2011.0","Sawford, K., Robertson, C., Gunawardena, S., Stephen, C.","Journal of Bioterrorism and Biodefense","10.4172/2157-2526.S4-001","ReviewRef","Pilot program",NA,"Multi-Region","Asia","Sri Lanka","NA","Livestock","3.0","cattle, buffalo, poultry","11.0","11.0","unspecified","unspecified","Population","veterinary report","Government veterinarian","NA","IDSAS (Infectious Disease Surveillance and Analysis System)","Yes","No","field investigation","early detection of emerging disease","Yes, Robertson 2010","NA","NA","No"
"Rapid spacial and temporal outbreak investigations using cell phone technology: a pilot study","2010.0","Qekwana, N.D., McCrindle, C.M.E., Masipa, A.","Proceedings of the 9th annual congress of the Southern African Society For Veterinary Epidemiology and Preventive Medicine","https://www.cabidigitallibrary.org/doi/pdf/10.5555/20103302579","ReviewRef","Pilot program",NA,"Local/Municipal","Africa","South Africa","NA","Livestock, Companion","5.0","cattle, sheep, goat, pig, dog, cat","6.0","6.0","abscess, lameness, peri-anal laceration, underweight, mange, ingrown horns","skin/fur/plumage, general illness","Population","reports by SMS","Member Study Team","NA","Gauteng pilot system","Yes","No","mapping of spatiotemporal patterns _targetted tick control action","early detection of disease outbreaks","No","NA","NA","Yes"
"The Alberta veterinary practice surveillance network: a veterinary practice surveillance system for cattle in Alberta, Canada","2011.0","Berezowski, J., Checkley, S., Clarke, R., Clarke, S., Dary, C., Hauer, G., Herntier, T., Keenliside, J., Morley, C., Otto, S., Patel, J., Peters, D., Turner, S., Vance, J.","Epidemiologie et Sante Animale","https://www.cabidigitallibrary.org/doi/pdf/10.5555/20113184578","ReviewRef","Established","Government","State/Province/Department","North America","Canada","NA","Livestock","1.0","cattle","12.0","12.0","abortion/birth defect, ambulatory lameness, anorexia/weight loss/decreased milk, gastrointestinal, neurological recumbent, peripheral edema/miscellaneous swelling, reproductive/obstetrics, respiratory, skin/ocular/mammary, sudden/unexplained death, urologic, vesicular/ulcerative","reproductive, musculoskeletal, general illness, milk production, GI, nervous, skin/fur/plumage, eyes/ears, mortality, urinary","Population","veterinary report","Private veterinarian","NA","ASVN (Alberta Veterinary Practice Surveillance Network)","Yes","No","field investigation_publication in report_quarantine, recall, destruction if disease confirmed","early detection of important animal health events","Established","NA","NA","Yes"
"Syndromic surveillance using veterinary laboratory diagnostic test requests","2011.0","Dórea, F.C., Muckle, C.A., Kelton, D., McEwen, B.J., McNab, W.B., Sanchez, J., Revie, C.","Epidemiologie et Sante Animale","https://www.cabidigitallibrary.org/doi/pdf/10.5555/20113184460","ReviewRef","Prospective/Proof of Concept",NA,"State/Province/Department","North America","Canada","NA","Livestock","multiple","unspecified","14.0","NA","abortion, circulatory, eyes/ears, gastrointestinal, haematopoietic, hepatic, mastitis, musculoskeletal, nervous, reproductive, respiratory, skin, systemic, urinary","lab tests","Population","laboratory test requests","Private veterinarian","NA","AHL prospective system","NA","No","NA","early detection of disease outbreak in cattle","Adapted to equines","NA","NA","No"
"Dead Crow Density and West Nile Virus Monitoring, New York","2005.0","Eidson M., Schmit K., Hagiwara Y., Anand M., Backenson P., Gotham I., Kramer, L.","Emerg Infect Dis","10.3201/eid1109.040712","ReviewRef","Established","Government","State/Province/Department","North America","USA","NA","Wildlife","1.0","crow","1.0","1.0","mortality","mortality","Population","calls to state dead bird hotline","Multiple (see notes)","Members of public, Government official","New York State Department of Health dead crow surveillance system","Yes","Yes","develop risk indicators_risk indicators can potentially inform prevention and control strategies (not currently feasible at time of publication)","early detection of disease outbreak (WNV)","Established","Spatio-temporal","Frequentist","Yes"
"Feasibility of applying syndrome surveillance algorithms to animal health and production data to improve emerging animal disease surveillance","2011.0","Mintiens, K., Litière, S., Faes, C., Houdart, P., Aerts, M., Vose, D.","Epidemiologie et Sante Animale","https://www.cabidigitallibrary.org/doi/pdf/10.5555/20113184593","ReviewRef","Prospective/Proof of Concept",NA,"National","Europe","Belgium","NA","Livestock","3.0","cattle, sheep, goat","1.0","NA","mortality","mortality","Population","rendering plant records","Private company (disposal services, etc)","NA","NA","NA","No","NA","early detection of emerging animal diseases",NA,"Spatio-temporal","Frequentist","Yes"
